b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
0.0,0.0,0.8571428571428572,0.0,0.8661971830985916,1.0,0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8571428571428572,0.0,0.8591549295774649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8500000000000001,0.0,0.887323943661972,0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8802816901408452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8309859154929579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8380281690140846,0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8380281690140846,0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8380281690140846,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8450704225352114,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8450704225352114,0.9791666666666666,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.8169014084507044,1.0,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.8450704225352114,1.0,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.8450704225352114,0.9652777777777777,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.0,0.9236111111111112,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8848920863309354,0.0,0.8819444444444444,0.9136690647482015,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8848920863309354,0.0,0.8819444444444444,0.9136690647482015,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.0,0.8819444444444444,0.8705035971223023,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8776978417266188,0.0,0.9027777777777777,0.9424460431654678,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.8768115942028986,0.0,0.0,0.0,0.8958333333333333,0.9424460431654678,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507044,0.0,0.9424460431654678,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507044,0.0,0.9424460431654678,0.8857142857142858,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.8768115942028986,0.0,0.0,0.8169014084507044,0.8541666666666666,0.8848920863309354,0.8857142857142858,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.8623188405797101,0.0,0.8633093525179858,0.8169014084507044,0.8541666666666666,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.0,0.8633093525179858,0.8169014084507044,0.8541666666666666,0.9424460431654678,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8571428571428572,0.8633093525179858,0.7957746478873241,0.8541666666666666,0.9424460431654678,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8571428571428572,0.8633093525179858,0.8309859154929579,0.8819444444444444,0.9928057553956836,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8571428571428572,0.8633093525179858,0.7957746478873241,0.875,0.985611510791367,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.8571428571428572,0.8848920863309354,0.8380281690140846,0.8472222222222222,0.9208633093525181,0.0,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.8571428571428572,0.8920863309352519,0.0,0.8402777777777778,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.8571428571428572,0.8345323741007196,0.0,0.8263888888888888,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.0,0.8345323741007196,0.0,0.8541666666666666,0.8776978417266188,0.0,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.0,0.8345323741007196,0.0,0.8541666666666666,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.8905109489051095,0.0,0.0,0.8633093525179858,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.8057553956834533,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.798611111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223023,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8633093525179858,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8263888888888888,0.8633093525179858,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8201438848920864,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8680555555555556,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8263888888888888,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.8819444444444444,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8521126760563381,0.8472222222222222,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8521126760563381,0.8472222222222222,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8521126760563381,0.9166666666666666,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8521126760563381,0.9236111111111112,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8380281690140846,0.8819444444444444,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8380281690140846,0.8819444444444444,0.0,0.8785714285714287,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8732394366197184,0.8680555555555556,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.8521126760563381,0.8680555555555556,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0
0.0,0.8840579710144928,0.0,0.0,0.8521126760563381,0.8472222222222222,0.0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0
0.0,0.8840579710144928,0.0,0.0,0.8802816901408452,0.8263888888888888,0.0,0.8571428571428572,0.0,0.0,0.0,0.0,0.0
0.8832116788321168,0.8840579710144928,0.0,0.0,0.8802816901408452,0.8194444444444444,0.0,0.8785714285714287,0.0,0.0,0.0,0.0,0.0
0.8832116788321168,0.8840579710144928,0.0,0.0,0.887323943661972,0.8194444444444444,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0
0.8832116788321168,0.8913043478260869,0.0,0.0,0.887323943661972,0.8194444444444444,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.8832116788321168,0.8695652173913043,0.0,0.0,0.887323943661972,0.8194444444444444,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.8613138686131387,0.8695652173913043,0.0,0.0,0.887323943661972,0.8263888888888888,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0
0.8613138686131387,0.8695652173913043,0.0,0.0,0.8521126760563381,0.7916666666666666,0.0,0.8857142857142858,0.0,0.0,0.0,0.0,0.0
0.927007299270073,0.8695652173913043,0.0,0.0,0.8521126760563381,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.8686131386861314,0.0,0.0,0.0,0.8661971830985916,0.0,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.8759124087591241,0.0,0.0,0.0,0.8661971830985916,0.8263888888888888,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.9635036496350364,0.0,0.0,0.0,0.8380281690140846,0.8263888888888888,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.9343065693430657,0.0,0.0,0.0,0.8380281690140846,0.8263888888888888,0.0,0.8500000000000001,0.0,0.0,0.0,0.0,0.0
0.9854014598540146,0.0,0.0,0.0,0.8450704225352114,0.8263888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9854014598540146,0.0,0.0,0.0,0.8309859154929579,0.8263888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9562043795620438,0.0,0.0,0.0,0.0,0.8263888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9562043795620438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9416058394160584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9416058394160584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9051094890510949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
