b3001_b3002,b3001_b3003,b3001_b3004,b3001_b3005,b3001_b3006,b3001_b3007,b3001_b3008,b3001_b3009,b3001_b3010,b3001_b3011,b3001_b3012,b3001_b3013,b3002_b3003,b3002_b3004,b3002_b3005,b3002_b3006,b3002_b3007,b3002_b3008,b3002_b3009,b3002_b3010,b3002_b3011,b3002_b3012,b3002_b3013,b3003_b3004,b3003_b3005,b3003_b3006,b3003_b3007,b3003_b3008,b3003_b3009,b3003_b3010,b3003_b3011,b3003_b3012,b3003_b3013,b3004_b3005,b3004_b3006,b3004_b3007,b3004_b3008,b3004_b3009,b3004_b3010,b3004_b3011,b3004_b3012,b3004_b3013,b3005_b3006,b3005_b3007,b3005_b3008,b3005_b3009,b3005_b3010,b3005_b3011,b3005_b3012,b3005_b3013,b3006_b3007,b3006_b3008,b3006_b3009,b3006_b3010,b3006_b3011,b3006_b3012,b3006_b3013,b3007_b3008,b3007_b3009,b3007_b3010,b3007_b3011,b3007_b3012,b3007_b3013,b3008_b3009,b3008_b3010,b3008_b3011,b3008_b3012,b3008_b3013,b3009_b3010,b3009_b3011,b3009_b3012,b3009_b3013,b3010_b3011,b3010_b3012,b3010_b3013,b3011_b3012,b3011_b3013,b3012_b3013
0.0,-0.8571428571428572,0.0,-0.8661971830985916,-1.0,-0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0,-0.8571428571428572,0.0,-0.8661971830985916,-1.0,-0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,-0.00905432595573441,-0.1428571428571428,0.0010277492291880241,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,-0.8661971830985916,-1.0,-0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0,-0.13380281690140838,0.010082075184922434,0.8661971830985916,0.8661971830985916,0.8661971830985916,0.8661971830985916,0.8661971830985916,0.8661971830985916,0.14388489208633082,1.0,1.0,1.0,1.0,1.0,1.0,0.8561151079136692,0.8561151079136692,0.8561151079136692,0.8561151079136692,0.8561151079136692,0.8561151079136692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.8571428571428572,0.0,-0.8591549295774649,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8571428571428572,0.0,-0.8591549295774649,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428572,-0.002012072434607659,-0.1428571428571428,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,0.8571428571428572,-0.8591549295774649,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14084507042253513,0.8591549295774649,0.8591549295774649,0.8591549295774649,0.8591549295774649,0.8591549295774649,0.8591549295774649,0.8591549295774649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.8500000000000001,0.0,-0.887323943661972,-0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8500000000000001,0.0,-0.887323943661972,-0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000001,-0.03732394366197189,-0.10138888888888875,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,0.8500000000000001,-0.887323943661972,-0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06406494522691686,0.887323943661972,0.887323943661972,0.887323943661972,0.887323943661972,0.887323943661972,0.887323943661972,0.887323943661972,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.9513888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8802816901408452,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8802816901408452,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8802816901408452,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8802816901408452,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11971830985915477,0.8802816901408452,0.8802816901408452,0.8802816901408452,0.8802816901408452,0.8802816901408452,0.8802816901408452,0.8802816901408452,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8309859154929579,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8309859154929579,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8309859154929579,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8309859154929579,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16901408450704214,0.8309859154929579,0.8309859154929579,0.8309859154929579,0.8309859154929579,0.8309859154929579,0.8309859154929579,0.8309859154929579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8380281690140846,-0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12030516431924865,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.9583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8380281690140846,-0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12724960876369307,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.9652777777777777,0.9652777777777777,0.9652777777777777,0.9652777777777777,0.9652777777777777,0.9652777777777777,0.9652777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8380281690140846,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8380281690140846,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14808294209702655,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.8380281690140846,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8450704225352114,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1410406885758998,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.9861111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8450704225352114,-0.9791666666666666,-0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9791666666666666,-0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9791666666666666,-0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0,-0.8450704225352114,-0.9791666666666666,-0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0,-0.13409624413145527,-0.04701590840004055,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.8450704225352114,0.08708033573141472,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.9791666666666666,0.8920863309352519,0.8920863309352519,0.8920863309352519,0.8920863309352519,0.8920863309352519,0.8920863309352519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
